Sp_pepid	domain_id	SourceDB	start	end	score	evalue
SBI_5060460	Arm	PFAM	303	343	21.3	0.0039
SBI_5060460	Arm	PFAM	345	385	30.6	6.3e-06
SBI_5060460	HEAT	PFAM	351	387	16.4	0.12
SBI_5060460	BTB	PFAM	562	670	109.4	1.2e-29
SBI_5060486	SBP	PFAM	185	263	152.6	1.2e-42
SBI_5060568	F-box	PFAM	57	112	31.9	2.5e-06
SBI_5060568	Tub	PFAM	123	444	637.3	1.4e-188
SBI_5060586	zf-C2H2	PFAM	221	243	20.7	0.0059
SBI_5060586	zf-C2H2	PFAM	307	329	18.2	0.035
SBI_5060598	Myb_DNA-binding	PFAM	35	84	31.1	4.4e-06
SBI_5060598	Myb_DNA-binding	PFAM	150	197	48	3.8e-11
SBI_5060693	Acetyltransf_1	PFAM	127	201	68.8	2.1e-17
SBI_5060718	YDG_SRA	PFAM	212	367	328.2	1.7e-95
SBI_5060718	Pre-SET	PFAM	394	494	130.6	5.1e-36
SBI_5060718	SET	PFAM	496	652	170	6.8e-48
SBI_5060723	Myb_DNA-binding	PFAM	47	98	39.3	1.6e-08
SBI_5060731	bZIP_1	PFAM	75	141	31.7	3e-06
SBI_5060731	bZIP_2	PFAM	75	132	59.7	1.1e-14
SBI_5060770	CXC	PFAM	64	105	49.8	1.1e-11
SBI_5060770	CXC	PFAM	149	190	70.9	4.7e-18
SBI_5060787	TCP	PFAM	57	169	130.5	5.3e-36
SBI_5060945	AUX_IAA	PFAM	37	271	276.6	5.6e-80
SBI_5060976	WRKY	PFAM	193	252	146.4	8.9e-41
SBI_5061012	zf-CCCH	PFAM	257	283	52.1	2.1e-12
SBI_5061012	zf-CCCH	PFAM	295	321	25.7	0.00019
SBI_5061044	WRKY	PFAM	160	220	111.2	3.4e-30
SBI_5061100	CCT	PFAM	173	217	76.9	7.4e-20
SBI_5061111	BTB	PFAM	201	302	63	1.1e-15
SBI_5061111	BTB	PFAM	342	455	54.9	3e-13
SBI_5061111	F5_F8_type_C	PFAM	665	795	38.7	2.3e-08
SBI_5061133	Myb_DNA-binding	PFAM	73	118	48.3	3e-11
SBI_5061213	DUF1004	PFAM	1	329	658	8.9e-195
SBI_5061355	AUX_IAA	PFAM	1	201	39	3.7e-12
SBI_5061381	BSD	PFAM	146	206	61.3	3.6e-15
SBI_5061407	LIM	PFAM	124	180	42	2.4e-09
SBI_5061408	Response_reg	PFAM	22	133	94.7	3.3e-25
SBI_5061408	Myb_DNA-binding	PFAM	213	263	49.2	1.6e-11
SBI_5061412	HLH	PFAM	220	269	46.5	1e-10
SBI_5061446	HLH	PFAM	327	376	47	7.4e-11
SBI_5061447	AP2	PFAM	114	165	75.2	2.3e-19
SBI_5061535	mTERF	PFAM	98	404	14.9	5e-09
SBI_5061540	TCP	PFAM	57	375	160.7	4.5e-45
SBI_5061562	Myb_DNA-binding	PFAM	191	241	40	9.3e-09
SBI_5061737	AUX_IAA	PFAM	19	242	331.8	1.3e-96
SBI_5061741	CXC	PFAM	68	108	63.9	5.9e-16
SBI_5061741	CXC	PFAM	152	193	82.6	1.4e-21
SBI_5061748	BTB	PFAM	124	225	43.4	8.7e-10
SBI_5061767	zf-UBR	PFAM	43	112	70	8.8e-18
SBI_5061767	PHD	PFAM	131	193	26.4	3.4e-05
SBI_5061772	NAM	PFAM	10	140	293.7	4e-85
SBI_5061806	HSF_DNA-bind	PFAM	11	178	160.8	4.1e-45
SBI_5061822	Homeobox	PFAM	394	452	-1.5	0.016
SBI_5061941	ARID	PFAM	160	268	33.8	8.3e-08
SBI_5061966	zf-CCCH	PFAM	1550	1577	19.3	0.0043
SBI_5061966	zf-CCCH	PFAM	1605	1629	12.7	0.032
SBI_5062031	HisKA	PFAM	365	430	83.8	6.3e-22
SBI_5062031	HATPase_c	PFAM	476	655	139.8	8.5e-39
SBI_5062031	Response_reg	PFAM	810	953	99.9	8.7e-27
SBI_5062032	zf-B_box	PFAM	53	100	55.5	2e-13
SBI_5062032	CCT	PFAM	300	344	93.9	5.7e-25
SBI_5062039	AP2	PFAM	134	194	57.8	4.1e-14
SBI_5062039	AP2	PFAM	236	288	59.2	1.6e-14
SBI_5062051	zf-B_box	PFAM	7	53	32.1	2.3e-06
SBI_5062056	bZIP_1	PFAM	121	181	59.8	1.1e-14
SBI_5062056	bZIP_2	PFAM	121	175	40.1	9.1e-09
SBI_5062069	PLATZ	PFAM	20	130	268.1	2e-77
SBI_5062075	BTB	PFAM	180	296	96.7	7.9e-26
SBI_5062103	Myb_DNA-binding	PFAM	27	74	50.5	6.3e-12
SBI_5062103	Myb_DNA-binding	PFAM	80	125	36.3	1.2e-07
SBI_5062139	B3	PFAM	127	232	117.2	5.6e-32
SBI_5062139	Auxin_resp	PFAM	295	378	180.1	6.2e-51
SBI_5062217	SBP	PFAM	159	237	174.9	2.3e-49
SBI_5062220	zf-CCCH	PFAM	3	28	37.7	4.5e-08
SBI_5062261	zf-B_box	PFAM	1	47	37.1	6.8e-08
SBI_5062261	zf-B_box	PFAM	62	109	56.5	1e-13
SBI_5062296	bZIP_1	PFAM	86	149	56.9	7.9e-14
SBI_5062296	bZIP_2	PFAM	86	140	35.5	2.1e-07
SBI_5062313	NAM	PFAM	13	154	214.7	2.3e-61
SBI_5062353	PHD	PFAM	521	564	61	4.5e-15
SBI_5062368	zf-CCCH	PFAM	229	254	21.6	0.0021
SBI_148372	NAM	PFAM	10	135	289.5	7.2e-84
SBI_148376	PHD	PFAM	202	252	49.1	1.7e-11
SBI_148437	HLH	PFAM	71	123	59.4	1.4e-14
SBI_148509	bZIP_1	PFAM	135	195	63.7	7.1e-16
SBI_148509	bZIP_2	PFAM	135	189	42.9	1.3e-09
SBI_148527	AP2	PFAM	19	70	80.6	5.8e-21
SBI_148624	PHD	PFAM	202	252	48.6	2.4e-11
SBI_148633	NAM	PFAM	19	145	283	6.4e-82
SBI_148691	HLH	PFAM	135	186	59.3	1.5e-14
SBI_148717	Homeobox	PFAM	78	132	78.6	2.3e-20
SBI_148717	HALZ	PFAM	133	177	72	2.2e-18
SBI_148745	PLATZ	PFAM	48	159	273.4	5.1e-79
SBI_148837	WRKY	PFAM	25	72	13.3	1.9e-05
SBI_148839	NAM	PFAM	29	157	296.8	4.5e-86
SBI_148852	DUF623	PFAM	189	248	115.4	1.8e-31
SBI_148868	PHD	PFAM	198	248	49.6	1.2e-11
SBI_148874	bZIP_1	PFAM	217	275	26.6	0.0001
SBI_148884	FHA	PFAM	38	126	40	9.3e-09
SBI_148906	CBFD_NFYB_HMF	PFAM	7	71	85.3	2.2e-22
SBI_149020	NAM	PFAM	10	130	113	9.9e-31
SBI_149116	HMG_box	PFAM	19	94	38	3.9e-08
SBI_149186	BSD	PFAM	67	127	62.6	1.5e-15
SBI_149258	zf-CCCH	PFAM	204	229	22.4	0.0017
SBI_149258	zf-CCCH	PFAM	296	321	29.4	1.5e-05
SBI_149272	HLH	PFAM	81	130	45.4	2.3e-10
SBI_149293	AP2	PFAM	26	77	81.1	3.9e-21
SBI_149312	bZIP_1	PFAM	35	98	38.3	3e-08
SBI_149312	bZIP_2	PFAM	35	92	23.8	0.00072
SBI_149329	Homeobox	PFAM	74	128	76	1.3e-19
SBI_149329	HALZ	PFAM	129	173	69.4	1.3e-17
SBI_149331	BAH	PFAM	21	136	145.7	1.4e-40
SBI_149331	PHD	PFAM	140	189	52.5	1.6e-12
SBI_149403	SRF-TF	PFAM	9	59	122.2	1.7e-33
SBI_149403	K-box	PFAM	75	176	154	4.4e-43
SBI_149411	mTERF	PFAM	14	326	112.5	1.4e-30
SBI_149478	PHD	PFAM	206	254	49.8	1.1e-11
SBI_149651	AUX_IAA	PFAM	28	241	338.9	9.9e-99
SBI_149661	WRKY	PFAM	217	276	144	4.6e-40
SBI_149661	WRKY	PFAM	386	445	154.3	3.8e-43
SBI_149663	AP2	PFAM	129	180	78.5	2.4e-20
SBI_149708	mTERF	PFAM	91	365	31.7	4e-10
SBI_149733	zf-Dof	PFAM	31	93	129.9	8.4e-36
SBI_149760	CBFD_NFYB_HMF	PFAM	7	71	74.8	3.2e-19
SBI_149764	AP2	PFAM	34	85	83	1.1e-21
SBI_149797	WRKY	PFAM	132	191	135.7	1.4e-37
SBI_149826	AP2	PFAM	119	170	77.7	4.2e-20
SBI_149865	AP2	PFAM	56	108	72.3	1.8e-18
SBI_150020	zf-CCCH	PFAM	35	61	26.9	8e-05
SBI_150020	zf-CCCH	PFAM	101	127	25.2	0.00026
SBI_150020	KH_1	PFAM	175	237	54.8	3.2e-13
SBI_150020	zf-CCCH	PFAM	273	298	43.1	1.1e-09
SBI_150021	bZIP_1	PFAM	141	204	40.1	8.6e-09
SBI_150021	bZIP_2	PFAM	141	195	27	7.7e-05
SBI_150024	mTERF	PFAM	3	358	38	1.6e-10
SBI_3987101	YDG_SRA	PFAM	53	207	322.7	7.2e-94
SBI_3987101	Pre-SET	PFAM	234	334	118.9	1.7e-32
SBI_3987101	SET	PFAM	336	492	154.7	2.8e-43
SBI_3987490	FAR1	PFAM	29	123	128.6	1.9e-35
SBI_3988448	GRAS	PFAM	6	368	274.3	2.7e-79
SBI_3988992	E2F_TDP	PFAM	60	148	115.5	1.8e-31
SBI_3988992	DP	PFAM	155	279	129.1	1.4e-35
SBI_3990485	AP2	PFAM	1	54	27.9	4.1e-05
SBI_3990485	AP2	PFAM	97	149	61.6	3e-15
SBI_3990732	NAM	PFAM	6	154	113	1e-30
SBI_3990848	NAM	PFAM	6	154	112.5	1.4e-30
SBI_3990925	zf-Dof	PFAM	28	90	130.2	6.8e-36
SBI_3991745	AP2	PFAM	94	146	58.4	2.7e-14
SBI_3991913	DUF260	PFAM	1	101	241.1	2.8e-69
SBI_3992568	Myb_DNA-binding	PFAM	4	51	53	1.2e-12
SBI_3992568	Myb_DNA-binding	PFAM	57	102	52.1	2.2e-12
SBI_3992595	Myb_DNA-binding	PFAM	4	51	50.7	5.8e-12
SBI_3992595	Myb_DNA-binding	PFAM	57	102	52.1	2.2e-12
SBI_3992609	CBFD_NFYB_HMF	PFAM	1	64	60.9	4.7e-15
SBI_3992625	Homeobox	PFAM	15	69	72.3	1.8e-18
SBI_3992625	HALZ	PFAM	70	114	65.4	2.2e-16
SBI_3992687	DUF260	PFAM	1	100	136.4	8.7e-38
SBI_3992730	bZIP_1	PFAM	33	96	35.9	1.6e-07
SBI_3992730	bZIP_2	PFAM	33	86	23.1	0.0011
SBI_3992928	SRF-TF	PFAM	8	58	70.3	7.1e-18
SBI_3993007	Myb_DNA-binding	PFAM	12	59	46.9	8e-11
SBI_3993007	Myb_DNA-binding	PFAM	65	110	47	7.3e-11
SBI_3993107	B3	PFAM	12	105	69.2	1.5e-17
SBI_3993350	zf-Dof	PFAM	1	55	109.7	9.6e-30
SBI_3993656	GATA	PFAM	1	26	30	9.9e-06
SBI_3993661	GATA	PFAM	1	26	30.3	7.7e-06
SBI_3993906	WRKY	PFAM	1	64	86.9	7.3e-23
SBI_3993912	WRKY	PFAM	1	64	89.7	1e-23
SBI_3994051	Homeobox	PFAM	1	62	54.1	5.3e-13
SBI_3994122	Response_reg	PFAM	1	113	94.3	4.3e-25
SBI_3996692	Myb_DNA-binding	PFAM	13	60	46.8	8.6e-11
SBI_3996692	Myb_DNA-binding	PFAM	66	111	48.3	2.9e-11
SBI_4000312	Tub	PFAM	32	278	-0.8	5.3e-10
SBI_4001288	PHD	PFAM	9	60	60	9e-15
SBI_4001822	SRF-TF	PFAM	8	58	96.3	1.1e-25
SBI_4002138	Myb_DNA-binding	PFAM	105	152	42.6	1.6e-09
SBI_4002234	Myb_DNA-binding	PFAM	96	143	41.1	4.3e-09
SBI_4002283	AP2	PFAM	1	49	61.7	2.7e-15
SBI_4002307	AP2	PFAM	7	59	69.5	1.2e-17
SBI_4002319	PLATZ	PFAM	16	102	41.4	2.3e-09
SBI_4002324	AP2	PFAM	1	52	66.4	1.1e-16
SBI_4002383	NAM	PFAM	1	139	149.6	9.3e-42
SBI_4002392	AP2	PFAM	29	81	69.4	1.3e-17
SBI_4002460	Myb_DNA-binding	PFAM	14	62	51.4	3.4e-12
SBI_4002460	Myb_DNA-binding	PFAM	68	113	31.9	2.6e-06
SBI_4002510	FAR1	PFAM	24	99	-7.5	0.00032
SBI_4002562	Myb_DNA-binding	PFAM	14	61	48.3	3.1e-11
SBI_4002562	Myb_DNA-binding	PFAM	67	112	56.1	1.3e-13
SBI_4002954	Myb_DNA-binding	PFAM	1	47	43.2	1.1e-09
SBI_4002954	Myb_DNA-binding	PFAM	53	98	50.2	7.9e-12
SBI_4003026	CBFD_NFYB_HMF	PFAM	5	70	126.6	8.2e-35
SBI_4003176	Myb_DNA-binding	PFAM	5	52	45	3e-10
SBI_4003176	Myb_DNA-binding	PFAM	58	103	41	4.6e-09
SBI_4003449	WRKY	PFAM	20	77	129.5	1.1e-35
SBI_4003709	Histone	PFAM	7	80	51.1	4.3e-12
SBI_4003709	CBFD_NFYB_HMF	PFAM	13	77	89	1.6e-23
SBI_4003791	B3	PFAM	1	96	70.7	5.5e-18
SBI_4003869	Myb_DNA-binding	PFAM	4	50	28.1	3.7e-05
SBI_4003998	WRKY	PFAM	23	83	134.4	3.6e-37
SBI_4004048	NAM	PFAM	1	109	62.8	1.3e-15
SBI_4004052	SRF-TF	PFAM	7	55	57	6.9e-14
SBI_4004187	GATA	PFAM	1	26	31.7	3e-06
SBI_4004301	FAR1	PFAM	15	58	-3.2	0.00011
SBI_4010464	NAM	PFAM	2	146	135.7	1.5e-37
SBI_4010765	BTB	PFAM	173	289	91.1	3.9e-24
SBI_4011000	NAM	PFAM	7	155	148.2	2.6e-41
SBI_4011982	PLATZ	PFAM	16	138	229.8	6.8e-66
SBI_4012543	Myb_DNA-binding	PFAM	14	61	46.3	1.2e-10
SBI_4012543	Myb_DNA-binding	PFAM	67	112	45.1	2.8e-10
SBI_4013036	zf-B_box	PFAM	1	47	43.5	8.4e-10
SBI_4013036	zf-B_box	PFAM	53	100	24.1	0.00043
SBI_4013152	SRF-TF	PFAM	5	55	58.2	3.1e-14
SBI_4013264	B3	PFAM	7	99	44.7	3.6e-10
SBI_4013267	SRF-TF	PFAM	9	59	69	1.8e-17
SBI_4014484	SRF-TF	PFAM	10	62	33.8	6.9e-07
SBI_4020828	HLH	PFAM	4	55	58.7	2.2e-14
SBI_4021208	NAM	PFAM	5	131	308.7	1.2e-89
SBI_4022016	Acetyltransf_1	PFAM	86	171	57.8	4.3e-14
SBI_4022266	Myb_DNA-binding	PFAM	103	150	37.3	6.3e-08
SBI_4023045	CBFD_NFYB_HMF	PFAM	24	88	28.2	3.4e-05
SBI_4023313	Myb_DNA-binding	PFAM	1	47	50.1	8.5e-12
SBI_4023313	Myb_DNA-binding	PFAM	53	98	52.3	1.9e-12
SBI_4023317	Myb_DNA-binding	PFAM	2	48	49.5	1.3e-11
SBI_4023317	Myb_DNA-binding	PFAM	54	99	55.4	2.1e-13
SBI_4023609	Myb_DNA-binding	PFAM	3	50	46.1	1.3e-10
SBI_4023609	Myb_DNA-binding	PFAM	56	101	51.2	4e-12
SBI_4024158	Myb_DNA-binding	PFAM	1	47	49.6	1.2e-11
SBI_4024158	Myb_DNA-binding	PFAM	53	98	49.7	1.1e-11
SBI_4024311	CBFD_NFYB_HMF	PFAM	5	70	111.3	3.2e-30
SBI_4024429	FAR1	PFAM	16	56	2.4	2.8e-05
SBI_4024447	zf-Dof	PFAM	1	50	97.9	3.6e-26
SBI_4024505	Homeobox	PFAM	1	61	43.8	6.9e-10
SBI_4033403	Myb_DNA-binding	PFAM	3	50	39.3	1.6e-08
SBI_4033403	Myb_DNA-binding	PFAM	56	101	45.5	2.1e-10
SBI_4034423	zf-Dof	PFAM	1	54	114.5	3.6e-31
SBI_4042462	Myb_DNA-binding	PFAM	1	46	40.8	5.3e-09
SBI_4042462	Myb_DNA-binding	PFAM	52	97	58.5	2.5e-14
SBI_4043494	Myb_DNA-binding	PFAM	3	52	47.5	5.2e-11
SBI_4043494	Myb_DNA-binding	PFAM	58	103	36.1	1.4e-07
SBI_4043834	AP2	PFAM	1	52	59.6	1.2e-14
SBI_4044499	AP2	PFAM	1	49	58.3	2.9e-14
SBI_4044513	AP2	PFAM	1	49	58	3.5e-14
SBI_4051924	Myb_DNA-binding	PFAM	28	74	58.6	2.4e-14
SBI_4051924	Myb_DNA-binding	PFAM	80	125	49.9	9.7e-12
SBI_4052119	Myb_DNA-binding	PFAM	14	62	48	3.7e-11
SBI_4052119	Myb_DNA-binding	PFAM	68	113	38	3.8e-08
SBI_4054528	AP2	PFAM	1	51	66.9	7.3e-17
SBI_4060350	BTB	PFAM	153	268	92.3	1.7e-24
SBI_4061091	BTB	PFAM	12	126	90.2	7.3e-24
SBI_4061092	BTB	PFAM	10	124	97.4	5.1e-26
SBI_4061869	BTB	PFAM	41	153	70.2	7.4e-18
SBI_4094008	DUF260	PFAM	1	87	178.1	2.5e-50
SBI_4094464	WRKY	PFAM	6	67	106.3	1.1e-28
SBI_4100980	BTB	PFAM	32	146	67.3	5.8e-17
SBI_4102469	WRKY	PFAM	20	79	147.3	4.8e-41
SBI_4103435	Myb_DNA-binding	PFAM	3	49	58.3	2.9e-14
SBI_4103435	Myb_DNA-binding	PFAM	55	100	50.8	5.2e-12
SBI_4103452	DUF260	PFAM	5	105	238.3	2e-68
SBI_4104349	WRKY	PFAM	1	58	91.5	2.9e-24
SBI_4104515	SRF-TF	PFAM	9	53	53.9	6.3e-13
SBI_4111869	HLH	PFAM	1	49	47.3	5.8e-11
SBI_4112095	SBP	PFAM	11	89	169.3	1.1e-47
SBI_4113286	SWIB	PFAM	11	88	134.4	3.7e-37
SBI_4114272	WRKY	PFAM	1	60	118.4	2.4e-32
SBI_4114494	AP2	PFAM	1	51	62.5	1.5e-15
SBI_4119475	GRAS	PFAM	3	385	353.8	3.3e-103
SBI_4120522	EIN3	PFAM	11	256	357.3	2.8e-104
SBI_4120693	PHD	PFAM	167	214	26.2	3.5e-05
SBI_4120705	PHD	PFAM	170	213	28	2.2e-05
SBI_4121354	PHD	PFAM	171	221	35.9	1.7e-07
SBI_4121386	GRAS	PFAM	1	225	-49.8	1.4e-09
SBI_4121681	Myb_DNA-binding	PFAM	14	61	49.6	1.2e-11
SBI_4121681	Myb_DNA-binding	PFAM	67	112	42.3	1.9e-09
SBI_4123360	ZF-HD_dimer	PFAM	1	51	88	3.3e-23
SBI_4123377	Myb_DNA-binding	PFAM	14	61	55.8	1.7e-13
SBI_4123377	Myb_DNA-binding	PFAM	67	112	48.2	3.1e-11
SBI_4123917	FAR1	PFAM	25	78	-2.3	8.9e-05
SBI_4130338	GRAS	PFAM	1	385	358.6	1.1e-104
SBI_4130585	WRKY	PFAM	55	113	146	1.2e-40
SBI_4130585	WRKY	PFAM	231	290	149.4	1.1e-41
SBI_4131129	zf-C2H2	PFAM	16	38	21.3	0.004
SBI_4131129	zf-C2H2	PFAM	100	122	23.3	0.001
SBI_4131219	zf-B_box	PFAM	8	46	15.3	0.0035
SBI_4131219	zf-B_box	PFAM	48	95	60.2	7.6e-15
SBI_4131219	CCT	PFAM	233	277	92.3	1.7e-24
SBI_4131323	NAM	PFAM	5	149	165.4	1.7e-46
SBI_4131356	GRAS	PFAM	1	288	146.2	9.8e-41
SBI_4132297	NAM	PFAM	4	130	154	4.4e-43
SBI_4132884	CBFD_NFYB_HMF	PFAM	14	79	97.5	4.7e-26
SBI_4133080	Myb_DNA-binding	PFAM	90	137	48.1	3.4e-11
SBI_4133329	WRKY	PFAM	14	71	121.3	3.2e-33
SBI_4133793	Myb_DNA-binding	PFAM	14	61	45.4	2.2e-10
SBI_4133793	Myb_DNA-binding	PFAM	67	112	51.8	2.6e-12
SBI_4133891	DUF260	PFAM	4	104	218.8	1.4e-62
SBI_4134121	B3	PFAM	1	88	50.9	5e-12
SBI_4134231	AUX_IAA	PFAM	1	93	-0.8	2.5e-09
SBI_4134438	CCT	PFAM	1	45	90.1	7.8e-24
SBI_4134451	WRKY	PFAM	1	60	103.6	6.8e-28
SBI_4134480	AP2	PFAM	1	50	65.8	1.6e-16
SBI_4139312	GRAS	PFAM	2	411	384.5	1.9e-112
SBI_4140881	BTB	PFAM	11	126	80	8.4e-21
SBI_4142282	AP2	PFAM	1	49	60.4	6.8e-15
SBI_4142435	AP2	PFAM	41	92	70.7	5.3e-18
SBI_4142510	Myb_DNA-binding	PFAM	15	64	46.1	1.4e-10
SBI_4142510	Myb_DNA-binding	PFAM	70	115	50.2	8.1e-12
SBI_4142813	Myb_DNA-binding	PFAM	14	63	39.7	1.2e-08
SBI_4142813	Myb_DNA-binding	PFAM	69	114	28.2	3.5e-05
SBI_4142946	DUF260	PFAM	3	105	157.4	4.2e-44
SBI_4142975	Myb_DNA-binding	PFAM	4	50	49.9	9.7e-12
SBI_4142975	Myb_DNA-binding	PFAM	56	101	47.5	5.1e-11
SBI_4143038	EIN3	PFAM	1	173	157	5.6e-44
SBI_4143120	Myb_DNA-binding	PFAM	15	62	55.8	1.6e-13
SBI_4143120	Myb_DNA-binding	PFAM	68	113	49.3	1.5e-11
SBI_4143151	B3	PFAM	7	111	107.6	4.2e-29
SBI_4143183	Myb_DNA-binding	PFAM	5	52	59.4	1.4e-14
SBI_4143183	Myb_DNA-binding	PFAM	58	103	48.9	2e-11
SBI_4143226	Myb_DNA-binding	PFAM	14	61	44.4	4.5e-10
SBI_4143226	Myb_DNA-binding	PFAM	67	112	50.7	5.6e-12
SBI_4143363	DUF260	PFAM	1	80	102.7	1.2e-27
SBI_4143491	AP2	PFAM	6	57	76.5	9.4e-20
SBI_4143588	WRKY	PFAM	19	78	144.3	3.7e-40
SBI_4143720	Histone	PFAM	7	80	52.3	1.9e-12
SBI_4143720	CBFD_NFYB_HMF	PFAM	13	77	89.4	1.3e-23
SBI_4143774	Myb_DNA-binding	PFAM	14	61	43.9	6.5e-10
SBI_4143774	Myb_DNA-binding	PFAM	67	112	49.8	1.1e-11
SBI_4144047	WRKY	PFAM	20	78	140.9	4e-39
SBI_4144054	NAM	PFAM	1	102	131	3.9e-36
SBI_4144165	HSF_DNA-bind	PFAM	2	94	55.3	1e-14
SBI_4144198	TCP	PFAM	1	51	39.4	1.3e-09
SBI_4144302	zf-Dof	PFAM	4	66	125.7	1.5e-34
SBI_4144418	AP2	PFAM	3	54	79.2	1.5e-20
SBI_4144438	AP2	PFAM	1	51	74	5.5e-19
SBI_4144439	AP2	PFAM	1	51	71.4	3.3e-18
SBI_4146850	SWIRM	PFAM	2	94	74.2	4.7e-19
SBI_4146850	DAO	PFAM	115	555	-21.8	0.0003
SBI_4146850	Amino_oxidase	PFAM	123	556	304.5	2.3e-88
SBI_4150245	BTB	PFAM	133	242	90.7	5e-24
SBI_4151195	CBFD_NFYB_HMF	PFAM	11	76	117.9	3.4e-32
SBI_4151195	VQ	PFAM	171	202	36	1.5e-07
SBI_4152416	AP2	PFAM	94	146	62.1	2.1e-15
SBI_4152484	PLATZ	PFAM	16	138	266.6	5.9e-77
SBI_4152567	AP2	PFAM	22	73	80.4	6.4e-21
SBI_4152679	SRF-TF	PFAM	16	66	80	8.5e-21
SBI_4152716	Myb_DNA-binding	PFAM	11	58	50.6	6.2e-12
SBI_4152716	Myb_DNA-binding	PFAM	64	109	38	3.7e-08
SBI_4152849	Myb_DNA-binding	PFAM	4	51	49	1.8e-11
SBI_4152849	Myb_DNA-binding	PFAM	57	102	53.3	9.2e-13
SBI_4153127	ZF-HD_dimer	PFAM	1	52	95.9	1.4e-25
SBI_4153179	Myb_DNA-binding	PFAM	7	54	54.3	4.7e-13
SBI_4153179	Myb_DNA-binding	PFAM	60	105	51.1	4.4e-12
SBI_4153199	WRKY	PFAM	20	78	134.7	2.9e-37
SBI_4153303	Myb_DNA-binding	PFAM	14	61	47.2	6.5e-11
SBI_4153303	Myb_DNA-binding	PFAM	67	112	46.6	9.5e-11
SBI_4153315	Homeobox	PFAM	16	70	63.6	7.2e-16
SBI_4153315	HALZ	PFAM	71	115	83.5	7.7e-22
SBI_4153320	Myb_DNA-binding	PFAM	14	61	45.5	2.1e-10
SBI_4153320	Myb_DNA-binding	PFAM	67	112	42.5	1.6e-09
SBI_4153331	Homeobox	PFAM	11	65	60	8.9e-15
SBI_4153331	HALZ	PFAM	66	110	83.1	9.8e-22
SBI_4153344	Myb_DNA-binding	PFAM	14	62	37.9	4.1e-08
SBI_4153344	Myb_DNA-binding	PFAM	68	113	41	4.7e-09
SBI_4153808	DUF623	PFAM	5	61	113.1	9.4e-31
SBI_4153946	NAM	PFAM	1	120	117.6	4.1e-32
SBI_4154004	WRKY	PFAM	1	60	134.7	3e-37
SBI_4154039	Myb_DNA-binding	PFAM	2	49	51.2	3.9e-12
SBI_4154039	Myb_DNA-binding	PFAM	55	97	26.1	0.00014
SBI_4154139	CBFD_NFYB_HMF	PFAM	1	66	52.9	1.2e-12
SBI_4154177	Myb_DNA-binding	PFAM	1	51	38	3.7e-08
SBI_4154232	zf-Dof	PFAM	2	60	124	4.8e-34
SBI_4154253	Myb_DNA-binding	PFAM	9	59	41.8	2.7e-09
SBI_4154284	WRKY	PFAM	7	69	109.4	1.2e-29
SBI_4154399	Homeobox	PFAM	2	63	47.6	4.9e-11
SBI_4154403	Homeobox	PFAM	1	59	28.6	1.9e-05
SBI_4157335	B3	PFAM	116	180	40.3	7.4e-09
SBI_4157335	Auxin_resp	PFAM	209	292	150.2	6.4e-42
SBI_4157661	GRAS	PFAM	223	595	332.6	7.7e-97
SBI_4158003	GRAS	PFAM	221	595	409.7	4.7e-120
SBI_4158543	zf-C2H2	PFAM	252	274	20	0.01
SBI_4160487	SBP	PFAM	9	87	175.9	1.2e-49
SBI_4160700	SBP	PFAM	8	86	178.8	1.5e-50
SBI_4161325	zf-C2H2	PFAM	16	38	21.3	0.004
SBI_4161325	zf-C2H2	PFAM	100	122	20.5	0.0069
SBI_4161810	NAM	PFAM	6	135	296.8	4.5e-86
SBI_4162250	NAM	PFAM	22	150	259.5	8e-75
SBI_4162375	AP2	PFAM	39	92	57.5	5.2e-14
SBI_4162377	AP2	PFAM	1	51	62.9	1.2e-15
SBI_4162421	NAM	PFAM	1	143	177.4	4e-50
SBI_4162549	QLQ	PFAM	65	101	63.4	8.2e-16
SBI_4162549	WRC	PFAM	131	176	99.7	9.9e-27
SBI_4162836	WRKY	PFAM	23	82	150.2	6.5e-42
SBI_4162905	AP2	PFAM	3	54	67.4	5.3e-17
SBI_4162953	Myb_DNA-binding	PFAM	105	152	48.6	2.5e-11
SBI_4163147	AP2	PFAM	20	71	78.6	2.3e-20
SBI_4163165	SBP	PFAM	1	77	155.3	1.8e-43
SBI_4163170	zf-C2H2	PFAM	49	71	19.3	0.016
SBI_4163200	B3	PFAM	5	113	111.1	3.7e-30
SBI_4163249	Myb_DNA-binding	PFAM	14	62	40.8	5.6e-09
SBI_4163249	Myb_DNA-binding	PFAM	68	113	39.1	1.8e-08
SBI_4163291	Myb_DNA-binding	PFAM	5	52	35.4	2.3e-07
SBI_4163291	Myb_DNA-binding	PFAM	59	104	41.4	3.7e-09
SBI_4163321	Myb_DNA-binding	PFAM	10	56	42.9	1.3e-09
SBI_4163321	Myb_DNA-binding	PFAM	63	108	30.1	9.1e-06
SBI_4163469	WRKY	PFAM	1	56	117.2	5.4e-32
SBI_4164227	zf-Dof	PFAM	1	54	113.8	5.9e-31
SBI_4164290	zf-Dof	PFAM	1	58	119.6	1e-32
SBI_4164387	AP2	PFAM	4	55	73.4	8e-19
SBI_4164406	Homeobox	PFAM	2	63	56.5	1e-13
SBI_4164415	AP2	PFAM	1	51	73.1	1e-18
SBI_4166750	E2F_TDP	PFAM	46	134	144.5	3.3e-40
